/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA34B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA34C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA35
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA36
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37A
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37B
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37C
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37D
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37E
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA37F
   1 = "Option not available"
   2 = "Option available, but not required"
   3 = "Required"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38G
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38H
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38I
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38J
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38K
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38L
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38M
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38N
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38O
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA38P
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA39A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA39B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA39C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA40A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA40B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA40C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA40D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA40E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41G
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41H
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41I
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41J
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41K
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41L
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA41M
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42G
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42H
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42I
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42J
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42K
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42L
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42M
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA42N
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA43A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA43B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA43C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA43D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA43E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA44A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
BYA44B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
BYA44C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
BYA44D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
BYA44E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
BYA46A
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46B
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46C
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46D
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46E
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46F
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46G
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA46H
   1 = "No influence"
   2 = "Some influence"
   3 = "Major influence"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA47A
   1 = "Very cooperative"
   2 = "Cooperative"
   3 = "Somewhat cooperative"
   4 = "Not cooperative"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA47B
   1 = "Very cooperative"
   2 = "Cooperative"
   3 = "Somewhat cooperative"
   4 = "Not cooperative"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA47C
   1 = "Very cooperative"
   2 = "Cooperative"
   3 = "Somewhat cooperative"
   4 = "Not cooperative"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48A
   1 = "No influence on evaluation"
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48B
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48C
   1 = "No influence on evaluation"
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48D
   1 = "No influence on evaluation"
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48E
   1 = "No influence on evaluation"
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA48F
   1 = "No influence on evaluation"
   2 = "Minor influence on evaluation"
   3 = "Great deal of influence on evaluation"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49A
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49B
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49C
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49D
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49E
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49F
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49G
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49H
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49I
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49J
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49K
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49L
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49M
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49N
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49O
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49P
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49Q
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49R
   1 = "Happens daily"
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA49S
   2 = "Happens at least once a week"
   3 = "Happens at least once a month"
   4 = "Happens on occasion"
   5 = "Never happens"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50A
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50B
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50C
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50D
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50E
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50F
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50G
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50H
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50I
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50J
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA50K
   1 = "Not at all"
   2 = "Very little"
   3 = "To some extent"
   4 = "A lot"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA51A
   2 = "Between not at all and somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Between somewhat and very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA51B
   1 = "Not accurate at all"
   2 = "Between not at all and somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Between somewhat and very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA51C
   1 = "Not accurate at all"
   2 = "Between not at all and somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Between somewhat and very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA51D
   1 = "Not accurate at all"
   2 = "Between not at all and somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Between somewhat and very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA51E
   1 = "Not accurate at all"
   2 = "Between not at all and somewhat accurate"
   3 = "Somewhat accurate"
   4 = "Between somewhat and very accurate"
   5 = "Very accurate"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA53
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
BYADMSTA
   0 = "Not completed"
   1 = "Completed full instrument"
   2 = "Completed abbreviated instrument"
   -8 = "Survey component legitimate skip/NA"
BYF01A
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01B
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01C
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01D
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01E
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01F
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
